CustomerID,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
15023,11,6802.76,3,5,5,5,15,555
15024,10,1661.33,10,5,5,4,14,554
15025,1,377.01,33,4,1,2,7,412
15026,3,469.0,80,2,3,2,7,232
15027,4,1066.15,31,4,4,4,12,444
15028,4,627.13,8,5,4,3,12,543
15030,2,518.28,72,3,3,3,9,333
15031,4,668.14,4,5,4,3,12,543
15032,3,4959.1,256,1,3,5,9,135
15033,10,2586.67,5,5,5,5,15,555
15034,8,4308.61,16,4,5,5,14,455
15035,1,252.73,90,2,1,2,5,212
15036,3,465.55,72,3,3,2,8,332
15038,6,705.49,59,3,5,3,11,353
15039,47,19914.44,10,5,5,5,15,555
15041,1,180.35,170,2,1,1,4,211
15042,1,135.93,199,1,1,1,3,111
15043,1,537.0,31,4,1,3,8,413
15044,17,7700.23,19,4,5,5,14,455
15045,2,735.66,152,2,3,3,8,233
15046,15,5213.77,9,5,5,5,15,555
15047,1,343.62,270,1,1,2,4,112
15048,4,384.05,65,3,4,2,9,342
15049,1,121.17,274,1,1,1,3,111
15050,3,1782.09,25,4,3,4,11,434
15051,3,1391.61,23,4,3,4,11,434
15052,1,215.78,319,1,1,1,3,111
15053,3,697.79,5,5,3,3,11,533
15054,2,302.1,12,5,3,2,10,532
15057,2,1489.5,275,1,3,4,8,134
15058,11,2124.99,25,4,5,5,14,455
15059,9,1337.72,41,3,5,4,12,354
15060,4,303.09,8,5,4,2,11,542
15061,48,54534.14,4,5,5,5,15,555
15062,4,987.86,71,3,4,4,11,344
15063,1,370.8,213,1,1,2,4,112
15065,4,3158.13,38,3,4,5,12,345
15066,1,893.59,53,3,1,3,7,313
15067,3,1744.76,78,2,3,4,9,234
15068,2,553.36,46,3,3,3,9,333
15069,1,1109.53,179,2,1,4,7,214
15070,1,106.2,373,1,1,1,3,111
15071,2,982.07,94,2,3,4,9,234
15073,3,1043.41,10,5,3,4,12,534
15074,1,748.87,105,2,1,3,6,213
15075,1,773.03,78,2,1,3,6,213
15076,1,880.85,173,2,1,3,6,213
15078,32,9743.11,7,5,5,5,15,555
15079,4,895.61,213,1,4,3,8,143
15081,5,504.8,22,4,4,3,11,443
15083,1,88.2,257,1,1,1,3,111
15087,1,306.94,282,1,1,2,4,112
15088,2,1160.07,21,4,3,4,11,434
15089,6,2420.84,10,5,5,5,15,555
15090,1,381.32,308,1,1,2,4,112
15091,1,480.71,68,3,1,2,6,312
15092,2,457.81,215,1,3,2,6,132
15093,6,4597.02,18,4,5,5,14,455
15095,4,1370.6,104,2,4,4,10,244
15096,1,219.39,43,3,1,1,5,311
15097,1,248.08,4,5,1,1,7,511
15098,3,39916.5,182,1,3,5,9,135
15099,1,410.48,84,2,1,2,5,212
15100,3,876.0,334,1,3,3,7,133
15101,2,317.53,9,5,3,2,10,532
15103,2,703.36,31,4,3,3,10,433
15104,2,1027.44,197,1,3,4,8,134
15105,7,2298.93,18,4,5,5,14,455
15106,5,1422.52,18,4,4,4,12,444
15107,6,319.5,311,1,5,2,8,152
15108,4,1300.25,142,2,4,4,10,244
15109,1,484.95,246,1,1,2,4,112
15110,4,996.1,24,4,4,4,12,444
15111,3,1567.48,29,4,3,4,11,434
15113,3,3609.33,10,5,3,5,13,535
15114,10,2760.56,30,4,5,5,14,455
15115,1,340.11,18,4,1,2,7,412
15116,4,1352.75,18,4,4,4,12,444
15117,5,1551.78,15,4,4,4,12,444
15118,1,244.8,134,2,1,1,4,211
15119,1,266.4,246,1,1,2,4,112
15120,1,358.82,134,2,1,2,5,212
15121,2,457.72,50,3,3,2,8,332
15122,3,1633.78,114,2,3,4,9,234
15123,2,2199.31,7,5,3,5,13,535
15124,2,184.19,23,4,3,1,8,431
15125,15,11528.48,25,4,5,5,14,455
15127,1,406.53,66,3,1,2,6,312
15128,4,1471.0,60,3,4,4,11,344
15129,11,3447.4,50,3,5,5,13,355
15130,1,330.11,170,2,1,2,5,212
15132,5,977.93,18,4,4,4,12,444
15133,3,982.42,128,2,3,4,9,234
15134,8,1387.99,15,4,5,4,13,454
15135,1,139.05,239,1,1,1,3,111
15136,4,1286.7,3,5,4,4,13,544
15139,2,178.96,240,1,3,1,5,131
15140,7,2354.25,52,3,5,5,13,355
15142,1,498.74,46,3,1,3,7,313
15143,1,259.45,226,1,1,2,4,112
15144,17,6580.44,8,5,5,5,15,555
15145,4,1194.73,4,5,4,4,13,544
15146,2,1327.16,165,2,3,4,9,234
15147,1,623.5,240,1,1,3,5,113
15148,1,301.29,11,5,1,2,8,512
15149,1,520.8,134,2,1,3,6,213
15150,10,5314.47,17,4,5,5,14,455
15152,13,4745.69,10,5,5,5,15,555
15153,1,329.25,31,4,1,2,7,412
15154,1,296.42,75,2,1,2,5,212
15156,3,961.49,1,5,3,4,12,534
15157,3,1936.07,4,5,3,4,12,534
15158,1,401.4,45,3,1,2,6,312
15159,30,18641.01,2,5,5,5,15,555
15160,1,158.16,357,1,1,1,3,111
15163,2,304.47,18,4,3,2,9,432
15164,3,843.05,69,3,3,3,9,333
15165,1,487.75,373,1,1,2,4,112
15167,1,163.0,321,1,1,1,3,111
15168,1,106.56,26,4,1,1,6,411
15171,1,1289.5,331,1,1,4,6,114
15172,5,1624.05,9,5,4,4,13,544
15174,1,135.75,323,1,1,1,3,111
15175,1,224.14,72,3,1,1,5,311
15178,1,40.5,260,1,1,1,3,111
15179,5,2206.95,18,4,4,5,13,445
15180,1,87.5,367,1,1,1,3,111
15181,3,689.48,66,3,3,3,9,333
15182,2,622.85,154,2,3,3,8,233
15184,2,406.76,29,4,3,2,9,432
15185,1,310.62,70,3,1,2,6,312
15186,2,411.41,14,4,3,2,9,432
15187,16,4777.18,2,5,5,5,15,555
15189,41,16225.39,1,5,5,5,15,555
15192,3,1044.32,120,2,3,4,9,234
15193,1,499.32,61,3,1,3,7,313
15194,15,7616.53,3,5,5,5,15,555
15195,1,3861.0,3,5,1,5,11,515
15197,3,1079.61,11,5,3,4,12,534
15198,2,193.64,92,2,3,1,6,231
15199,4,1268.7,59,3,4,4,11,344
15201,5,1236.54,87,2,4,4,10,244
15203,6,1827.8,26,4,5,4,13,454
15204,1,316.58,357,1,1,2,4,112
15205,2,653.24,85,2,3,3,8,233
15206,4,420.3,10,5,4,2,11,542
15208,5,870.12,1,5,4,3,12,543
15210,1,331.18,225,1,1,2,4,112
15211,2,894.41,60,3,3,3,9,333
15212,1,101.8,241,1,1,1,3,111
15213,2,328.35,319,1,3,2,6,132
15214,8,1661.44,2,5,5,4,14,554
15215,3,734.94,47,3,3,3,9,333
15216,1,96.6,88,2,1,1,4,211
15218,11,5756.89,11,5,5,5,15,555
15219,1,305.75,176,2,1,2,5,212
15220,6,1778.96,52,3,5,4,12,354
15221,1,403.25,366,1,1,2,4,112
15222,1,585.0,319,1,1,3,5,113
15223,2,755.75,226,1,3,3,7,133
15224,2,322.08,358,1,3,2,6,132
15225,1,409.4,234,1,1,2,4,112
15226,1,154.41,311,1,1,1,3,111
15227,5,1219.4,37,3,4,4,11,344
15228,4,3386.71,66,3,4,5,12,345
15230,2,429.6,239,1,3,2,6,132
15232,2,612.06,113,2,3,3,8,233
15234,1,197.0,277,1,1,1,3,111
15235,12,2247.51,218,1,5,5,11,155
15236,1,321.05,299,1,1,2,4,112
15237,4,1412.32,2,5,4,4,13,544
15238,3,1071.99,29,4,3,4,11,434
15239,2,780.59,10,5,3,3,11,533
15240,5,1706.57,45,3,4,4,11,344
15241,8,1756.44,67,3,5,4,12,354
15243,1,316.68,74,2,1,2,5,212
15244,2,631.57,65,3,3,3,9,333
15245,3,2515.84,134,2,3,5,10,235
15246,2,514.15,238,1,3,3,7,133
15247,1,356.0,122,2,1,2,5,212
15249,13,6688.46,32,4,5,5,14,455
15251,11,10484.99,9,5,5,5,15,555
15252,2,740.78,36,3,3,3,9,333
15253,5,918.2,16,4,4,3,11,443
15254,1,300.36,127,2,1,2,5,212
15255,1,890.85,67,3,1,3,7,313
15256,1,98.45,149,2,1,1,4,211
15257,1,317.15,283,1,1,2,4,112
15258,2,623.16,169,2,3,3,8,233
15260,7,1810.77,100,2,5,4,11,254
15261,1,254.82,135,2,1,2,5,212
15262,1,178.95,324,1,1,1,3,111
15263,1,156.51,107,2,1,1,4,211
15264,1,393.74,64,3,1,2,6,312
15265,2,1506.12,151,2,3,4,9,234
15266,1,119.3,338,1,1,1,3,111
15267,5,1717.36,22,4,4,4,12,444
15269,1,408.8,24,4,1,2,7,412
15270,7,2379.49,16,4,5,5,14,455
15271,15,2507.07,7,5,5,5,15,555
15272,2,721.94,57,3,3,3,9,333
15274,2,716.57,4,5,3,3,11,533
15275,1,615.14,38,3,1,3,7,313
15276,1,135.31,66,3,1,1,5,311
15277,1,255.9,47,3,1,2,6,312
15279,1,290.51,355,1,1,2,4,112
15280,1,113.12,172,2,1,1,4,211
15281,9,2332.15,59,3,5,5,13,355
15286,1,240.55,50,3,1,1,5,311
15287,2,486.69,22,4,3,2,9,432
15288,5,2306.52,43,3,4,5,12,345
15289,3,939.78,29,4,3,3,10,433
15290,18,7943.22,5,5,5,5,15,555
15291,15,4668.3,26,4,5,5,14,455
15292,1,180.94,201,1,1,1,3,111
15296,6,3672.86,51,3,5,5,13,355
15297,3,641.94,10,5,3,3,11,533
15298,12,4799.9,2,5,5,5,15,555
15299,7,4507.01,67,3,5,5,13,355
15300,1,496.44,64,3,1,3,7,313
15301,12,5070.35,51,3,5,5,13,355
15303,1,574.02,290,1,1,3,5,113
15304,8,694.4,61,3,5,3,11,353
15306,3,1174.35,64,3,3,4,10,334
15307,1,205.3,96,2,1,1,4,211
15308,1,310.47,274,1,1,2,4,112
15311,91,60767.9,1,5,5,5,15,555
15312,4,924.85,75,2,4,3,9,243
15313,1,52.0,110,2,1,1,4,211
15314,1,327.97,199,1,1,2,4,112
15315,2,570.5,64,3,3,3,9,333
15316,1,165.0,327,1,1,1,3,111
15318,1,312.62,4,5,1,2,8,512
15319,1,204.5,284,1,1,1,3,111
15320,1,267.13,44,3,1,2,6,312
15321,3,2748.31,71,3,3,5,11,335
15322,1,679.68,86,2,1,3,6,213
15325,1,162.29,104,2,1,1,4,211
15326,1,311.71,334,1,1,2,4,112
15327,1,208.75,53,3,1,1,5,311
15329,3,1049.7,39,3,3,4,10,334
15330,2,714.96,32,4,3,3,10,433
15332,4,1661.06,366,1,4,4,9,144
15333,1,1028.56,208,1,1,4,6,114
15334,3,351.67,157,2,3,2,7,232
15335,1,173.97,54,3,1,1,5,311
15339,2,574.07,66,3,3,3,9,333
15341,1,2020.52,81,2,1,4,7,214
15342,1,406.09,130,2,1,2,5,212
15343,1,364.5,87,2,1,2,5,212
15344,3,563.94,1,5,3,3,11,533
15345,1,393.54,46,3,1,2,6,312
15346,1,252.42,333,1,1,2,4,112
15347,1,201.6,366,1,1,1,3,111
15348,1,158.04,72,3,1,1,5,311
15349,2,473.81,158,2,3,2,7,232
15350,1,115.65,373,1,1,1,3,111
15351,7,1960.11,12,5,5,4,14,554
15353,2,777.02,255,1,3,3,7,133
15355,2,277.05,29,4,3,2,9,432
15356,10,2766.5,31,4,5,5,14,455
15358,22,8347.2,5,5,5,5,15,555
15360,1,427.93,40,3,1,2,6,312
15361,1,418.92,362,1,1,2,4,112
15363,1,326.0,373,1,1,2,4,112
15364,2,913.19,96,2,3,3,8,233
15365,7,2314.32,26,4,5,5,14,455
15366,2,602.51,75,2,3,3,8,233
15367,4,1877.59,57,3,4,4,11,344
15368,1,446.94,21,4,1,2,7,412
15370,7,2386.05,41,3,5,5,13,355
15372,1,2007.4,137,2,1,4,7,214
15373,12,2415.91,8,5,5,5,15,555
15374,1,168.0,129,2,1,1,4,211
15376,3,1233.36,40,3,3,4,10,334
15379,7,3703.29,169,2,5,5,12,255
15380,5,1690.26,9,5,4,4,13,544
15381,2,596.85,214,1,3,3,7,133
15382,6,5955.71,15,4,5,5,14,455
15384,2,642.41,170,2,3,3,8,233
15385,1,316.88,40,3,1,2,6,312
15386,1,394.14,186,1,1,2,4,112
15388,1,140.54,270,1,1,1,3,111
15389,1,500.0,172,2,1,3,6,213
15392,4,1535.53,5,5,4,4,13,544
15393,2,231.86,16,4,3,1,8,431
15394,4,2183.54,10,5,4,5,14,545
15395,1,107.45,326,1,1,1,3,111
15396,1,288.18,113,2,1,2,5,212
15397,1,94.0,290,1,1,1,3,111
15398,2,1345.53,16,4,3,4,11,434
15399,3,815.77,1,5,3,3,11,533
15400,5,716.2,92,2,4,3,9,243
15402,2,626.77,149,2,3,3,8,233
15405,1,349.1,189,1,1,2,4,112
15406,2,510.71,31,4,3,3,10,433
15407,4,1056.44,34,3,4,4,11,344
15408,1,267.18,264,1,1,2,4,112
15410,8,3450.84,84,2,5,5,12,255
15411,4,1358.88,26,4,4,4,12,444
15412,1,190.53,171,2,1,1,4,211
15414,3,774.9,10,5,3,3,11,533
15415,1,572.81,313,1,1,3,5,113
15416,4,3984.32,65,3,4,5,12,345
15417,1,508.8,85,2,1,3,6,213
15419,1,135.86,25,4,1,1,6,411
15421,4,950.36,59,3,4,4,11,344
15422,2,97.7,323,1,3,1,5,131
15423,1,43.5,38,3,1,1,5,311
15424,2,383.34,254,1,3,2,6,132
15426,5,1447.39,19,4,4,4,12,444
15427,3,1483.14,33,4,3,4,11,434
15428,1,93.78,15,4,1,1,6,411
15429,2,397.35,27,4,3,2,9,432
15432,1,171.19,23,4,1,1,6,411
15433,2,533.3,214,1,3,3,7,133
15434,5,1041.48,8,5,4,4,13,544
15435,1,149.29,22,4,1,1,6,411
15436,3,1122.53,12,5,3,4,12,534
15437,1,200.16,262,1,1,1,3,111
15438,1,156.58,131,2,1,1,4,211
15440,3,383.68,55,3,3,2,8,332
15442,1,594.0,249,1,1,3,5,113
15443,7,3236.91,2,5,5,5,15,555
15444,2,1418.26,9,5,3,4,12,534
15445,1,113.5,264,1,1,1,3,111
15447,1,155.17,331,1,1,1,3,111
15448,1,494.64,313,1,1,3,5,113
15449,3,974.52,26,4,3,4,11,434
15450,1,429.84,30,4,1,2,7,412
15452,3,538.73,30,4,3,3,10,433
15453,7,1388.37,2,5,5,4,14,554
15454,1,179.1,362,1,1,1,3,111
15456,3,447.22,283,1,3,2,6,132
15457,1,237.07,262,1,1,1,3,111
15458,1,161.64,25,4,1,1,6,411
15460,1,216.76,354,1,1,1,3,111
15462,3,234.6,94,2,3,1,6,231
15463,1,126.14,29,4,1,1,6,411
15464,1,1048.85,338,1,1,4,6,114
15465,18,7354.62,20,4,5,5,14,455
15466,1,334.53,85,2,1,2,5,212
15467,3,524.88,9,5,3,3,11,533
15468,2,467.51,51,3,3,2,8,332
15469,2,538.55,50,3,3,3,9,333
15471,1,469.48,2,5,1,2,8,512
15472,1,371.56,113,2,1,2,5,212
15473,7,1771.2,14,4,5,4,13,454
15475,1,454.11,77,2,1,2,5,212
15478,2,1441.42,40,3,3,4,10,334
15480,1,905.5,116,2,1,3,6,213
15482,12,11054.96,16,4,5,5,14,455
15483,4,233.81,161,2,4,1,7,241
15484,4,3594.31,1,5,4,5,14,545
15485,3,2575.0,30,4,3,5,12,435
15488,1,91.32,93,2,1,1,4,211
15489,3,1134.28,23,4,3,4,11,434
15491,6,3100.09,95,2,5,5,12,255
15492,2,659.46,28,4,3,3,10,433
15493,5,2001.8,33,4,4,4,12,444
15494,2,1299.23,21,4,3,4,11,434
15497,2,1262.2,18,4,3,4,11,434
15498,27,13316.4,3,5,5,5,15,555
15500,4,1131.56,8,5,4,4,13,544
15502,12,10384.93,16,4,5,5,14,455
15503,1,147.09,363,1,1,1,3,111
15504,1,52.83,81,2,1,1,4,211
15505,5,3610.96,53,3,4,5,12,345
15506,3,979.26,23,4,3,4,11,434
15507,1,492.36,172,2,1,3,6,213
15508,6,1000.27,189,1,5,4,10,154
15510,1,250.0,331,1,1,1,3,111
15511,5,909.23,12,5,4,3,12,543
15512,2,121.0,156,2,3,1,6,231
15513,19,14758.22,33,4,5,5,14,455
15514,11,4139.46,12,5,5,5,15,555
15516,3,62.43,45,3,3,1,7,331
15517,1,267.03,233,1,1,2,4,112
15518,8,1942.45,64,3,5,4,12,354
15520,1,343.5,2,5,1,2,8,512
15521,8,3000.2,40,3,5,5,13,355
15522,2,398.84,33,4,3,2,9,432
15523,1,412.01,84,2,1,2,5,212
15524,1,440.0,25,4,1,2,7,412
15525,3,825.92,2,5,3,3,11,533
15526,2,148.44,33,4,3,1,8,431
15527,8,2429.78,19,4,5,5,14,455
15528,1,229.33,254,1,1,1,3,111
15529,11,3995.23,23,4,5,5,14,455
15530,4,1502.35,22,4,4,4,12,444
15531,2,2007.44,8,5,3,4,12,534
15532,4,1580.93,25,4,4,4,12,444
15533,3,807.57,19,4,3,3,10,433
15535,4,536.4,173,2,4,3,9,243
15537,1,110.92,163,2,1,1,4,211
15539,1,538.46,7,5,1,3,9,513
15540,1,213.3,11,5,1,1,7,511
15541,1,85.13,114,2,1,1,4,211
15543,1,127.86,288,1,1,1,3,111
15544,9,3546.71,9,5,5,5,15,555
15545,2,292.72,54,3,3,2,8,332
15547,14,4954.84,7,5,5,5,15,555
15549,3,1693.26,77,2,3,4,9,234
15550,4,575.63,4,5,4,3,12,543
15551,1,436.06,37,3,1,2,6,312
15552,1,90.12,217,1,1,1,3,111
15553,1,437.23,60,3,1,2,6,312
15554,1,217.2,278,1,1,1,3,111
15555,16,4805.17,12,5,5,5,15,555
15556,1,279.77,24,4,1,2,7,412
15557,1,473.65,29,4,1,2,7,412
15561,4,800.59,12,5,4,3,12,543
15562,1,134.55,352,1,1,1,3,111
15563,4,1400.44,22,4,4,4,12,444
15565,2,173.16,50,3,3,1,7,331
15567,1,186.01,19,4,1,1,6,411
15568,3,758.29,3,5,3,3,11,533
15569,5,1375.71,104,2,4,4,10,244
15570,12,4165.52,7,5,5,5,15,555
15571,4,650.43,12,5,4,3,12,543
15572,7,2552.86,5,5,5,5,15,555
15573,2,607.45,32,4,3,3,10,433
15574,4,702.25,178,2,4,3,9,243
15576,1,940.67,38,3,1,3,7,313
15577,3,258.88,151,2,3,2,7,232
15578,1,127.1,162,2,1,1,4,211
15579,2,348.6,69,3,3,2,8,332
15581,13,3679.97,121,2,5,5,12,255
15582,3,682.91,25,4,3,3,10,433
15584,4,725.11,24,4,4,3,11,443
15585,1,455.3,177,2,1,2,5,212
15587,4,913.68,50,3,4,3,10,343
15589,3,478.53,256,1,3,2,6,132
15592,1,388.58,47,3,1,2,6,312
15593,1,199.8,71,3,1,1,5,311
15594,5,1771.78,16,4,4,4,12,444
15596,5,1406.59,101,2,4,4,10,244
15597,1,324.57,35,3,1,2,6,312
15598,1,240.68,53,3,1,1,5,311
15599,2,761.74,27,4,3,3,10,433
15601,14,6776.56,11,5,5,5,15,555
15602,9,1297.87,8,5,5,4,14,554
15603,1,48.48,79,2,1,1,4,211
15604,1,216.39,52,3,1,1,5,311
15605,5,1198.23,36,3,4,4,11,344
15606,9,2920.16,61,3,5,5,13,355
15607,1,104.76,337,1,1,1,3,111
15608,4,1093.68,28,4,4,4,12,444
15609,1,298.48,184,1,1,2,4,112
15610,1,112.46,52,3,1,1,5,311
15611,13,1591.45,10,5,5,4,14,554
15612,2,195.15,36,3,3,1,7,331
15615,23,10399.74,10,5,5,5,15,555
15618,4,776.85,33,4,4,3,11,443
15619,1,336.4,11,5,1,2,8,512
15620,3,1553.18,57,3,3,4,10,334
15621,4,1293.03,4,5,4,4,13,544
15622,9,3709.56,43,3,5,5,13,355
15623,1,301.03,141,2,1,2,5,212
15624,4,588.13,117,2,4,3,9,243
15625,4,1534.26,104,2,4,4,10,244
15626,2,675.8,75,2,3,3,8,233
15628,9,2870.24,5,5,5,5,15,555
15630,2,1186.35,45,3,3,4,10,334
15632,8,3285.31,16,4,5,5,14,455
15634,1,243.55,17,4,1,1,6,411
15636,2,724.76,90,2,3,3,8,233
15637,1,223.36,53,3,1,1,5,311
15639,1,425.32,134,2,1,2,5,212
15640,15,12515.66,4,5,5,5,15,555
15641,4,1887.2,105,2,4,4,10,244
15643,3,664.0,192,1,3,3,7,133
15644,4,813.0,166,2,4,3,9,243
15645,1,612.01,19,4,1,3,8,413
15646,3,447.64,158,2,3,2,7,232
15648,2,657.35,204,1,3,3,7,133
15649,2,816.0,336,1,3,3,7,133
15651,3,646.3,37,3,3,3,9,333
15652,1,337.74,91,2,1,2,5,212
15653,2,877.44,93,2,3,3,8,233
15654,2,922.53,9,5,3,3,11,533
15655,1,560.67,243,1,1,3,5,113
15656,4,748.5,45,3,4,3,10,343
15657,1,30.0,23,4,1,1,6,411
15658,5,1024.1,190,1,4,4,9,144
15659,1,306.45,44,3,1,2,6,312
15660,9,1600.86,25,4,5,4,13,454
15661,2,309.8,317,1,3,2,6,132
15663,1,138.14,106,2,1,1,4,211
15664,1,386.43,51,3,1,2,6,312
15665,2,2242.01,168,2,3,5,10,235
15667,1,301.32,40,3,1,2,6,312
15668,1,76.32,218,1,1,1,3,111
15669,4,684.34,40,3,4,3,10,343
15670,1,173.05,297,1,1,1,3,111
15671,7,2657.13,19,4,5,5,14,455
15673,4,2881.02,88,2,4,5,11,245
15674,5,2446.6,73,2,4,5,11,245
15675,3,323.69,81,2,3,2,7,232
15676,3,3435.76,19,4,3,5,12,435
15677,1,657.23,49,3,1,3,7,313
15678,1,352.7,53,3,1,2,6,312
15679,4,781.28,24,4,4,3,11,443
15680,3,1333.68,9,5,3,4,12,534
15681,5,1426.16,25,4,4,4,12,444
15683,1,193.75,117,2,1,1,4,211
15687,9,2993.1,9,5,5,5,15,555
15689,2,254.1,120,2,3,2,7,232
15690,2,239.76,4,5,3,1,9,531
15691,1,136.8,252,1,1,1,3,111
15692,1,191.04,28,4,1,1,6,411
15694,14,6479.4,1,5,5,5,15,555
15695,2,409.98,267,1,3,2,6,132
15696,8,2736.46,33,4,5,5,14,455
15699,1,309.65,18,4,1,2,7,412
15700,2,696.68,172,2,3,3,8,233
15701,4,1542.14,2,5,4,4,13,544
15703,1,211.5,265,1,1,1,3,111
15704,4,2293.62,140,2,4,5,11,245
15705,1,143.1,201,1,1,1,3,111
15706,4,1060.56,64,3,4,4,11,344
15707,4,945.58,35,3,4,4,11,344
15708,7,3364.24,41,3,5,5,13,355
15709,1,133.25,284,1,1,1,3,111
15712,5,1072.36,9,5,4,4,13,544
15713,2,356.7,143,2,3,2,7,232
15714,2,330.88,12,5,3,2,10,532
15716,4,1118.81,146,2,4,4,10,244
15717,1,150.3,234,1,1,1,3,111
15719,13,5045.61,33,4,5,5,14,455
15720,1,598.73,24,4,1,3,8,413
15721,1,507.08,12,5,1,3,9,513
15722,5,2222.56,36,3,4,5,12,345
15723,1,203.1,365,1,1,1,3,111
15724,2,218.25,201,1,3,1,5,131
15725,1,415.25,15,4,1,2,7,412
15727,7,5178.96,17,4,5,5,14,455
15729,1,85.0,213,1,1,1,3,111
15730,3,1120.88,66,3,3,4,10,334
15732,2,294.12,212,1,3,2,6,132
15733,1,162.3,283,1,1,1,3,111
15734,2,1339.45,115,2,3,4,9,234
15737,8,1205.12,15,4,5,4,13,454
15738,16,4812.42,19,4,5,5,14,455
15739,1,449.12,66,3,1,2,6,312
15740,1,154.88,49,3,1,1,5,311
15743,4,784.46,16,4,4,3,11,443
15744,1,34.8,78,2,1,1,4,211
15745,4,1094.59,19,4,4,4,12,444
15746,1,196.88,134,2,1,1,4,211
15747,3,974.04,13,5,3,4,12,534
15748,1,149.31,40,3,1,1,5,311
15749,3,44534.3,235,1,3,5,9,135
15750,8,2465.48,3,5,5,5,15,555
15752,7,2637.38,40,3,5,5,13,355
15753,1,79.2,305,1,1,1,3,111
15754,3,458.57,51,3,3,2,8,332
15755,6,2364.25,10,5,5,5,15,555
15756,4,532.96,61,3,4,3,10,343
15757,2,714.42,66,3,3,3,9,333
15758,1,205.25,25,4,2,1,7,421
15759,3,253.04,218,1,3,2,6,132
15762,2,583.75,65,3,3,3,9,333
15763,2,1086.92,32,4,3,4,11,434
15764,6,3279.97,88,2,5,5,12,255
15766,1,315.06,64,3,2,2,7,322
15768,3,621.83,116,2,4,3,9,243
15769,26,56252.72,7,5,5,5,15,555
15773,1,635.68,6,5,2,3,10,523
15774,1,270.8,69,3,2,2,7,322
15775,1,104.9,245,1,2,1,4,121
15776,1,241.62,133,2,2,1,5,221
15777,4,1047.11,241,1,4,4,9,144
15780,3,475.28,184,1,4,2,7,142
15781,3,345.46,25,4,4,2,10,442
15782,3,2614.74,10,5,4,5,14,545
15783,1,246.3,11,5,2,1,8,521
15785,5,2328.97,33,4,4,5,13,445
15786,3,4932.2,46,3,4,5,12,345
15787,3,948.05,26,4,4,4,12,444
15789,1,351.3,358,1,2,2,5,122
15790,1,220.85,10,5,2,1,8,521
15791,2,1612.69,44,3,3,4,10,334
15793,3,965.61,15,4,4,4,12,444
15795,1,610.01,150,2,2,3,7,223
15796,8,2711.56,1,5,5,5,15,555
15797,4,2207.4,113,2,4,5,11,245
15799,3,884.14,76,2,4,3,9,243
15800,2,699.08,107,2,3,3,8,233
15801,3,1063.95,46,3,4,4,11,344
15802,1,451.42,143,2,2,2,6,222
15803,1,415.82,51,3,2,2,7,322
15804,13,4206.39,1,5,5,5,15,555
15805,17,5528.48,23,4,5,5,14,455
15806,3,784.58,46,3,4,3,10,343
15807,3,903.9,50,3,4,3,10,343
15808,4,3734.97,306,1,4,5,10,145
15809,5,515.77,36,3,4,3,10,343
15810,4,1391.98,79,2,4,4,10,244
15811,6,2218.62,22,4,5,5,14,455
15812,5,1801.14,107,2,4,4,10,244
15813,2,1303.91,208,1,3,4,8,134
15814,4,1945.33,17,4,4,4,12,444
15815,5,2100.6,64,3,4,5,12,345
15819,4,1905.45,49,3,4,4,11,344
15820,1,206.98,320,1,2,1,4,121
15821,2,570.96,44,3,3,3,9,333
15822,2,885.47,3,5,3,3,11,533
15823,1,15.0,372,1,2,1,4,121
15825,1,532.94,172,2,2,3,7,223
15826,3,1654.31,56,3,4,4,11,344
15827,14,1836.09,73,2,5,4,11,254
15829,2,636.14,99,2,3,3,8,233
15830,1,576.0,38,3,2,3,8,323
15831,3,801.76,58,3,4,3,10,343
15832,1,836.79,254,1,2,3,6,123
15834,4,2233.75,70,3,4,5,12,345
15835,4,954.09,44,3,4,4,11,344
15836,1,137.37,50,3,2,1,6,321
15837,1,391.98,65,3,2,2,7,322
15838,19,33643.08,11,5,5,5,15,555
15839,3,1048.49,33,4,4,4,12,444
15840,2,355.56,59,3,3,2,8,332
15841,4,1224.06,73,2,4,4,10,244
15843,1,118.95,304,1,2,1,4,121
15844,1,130.74,46,3,2,1,6,321
15845,8,3711.77,18,4,5,5,14,455
15847,2,389.27,38,3,3,2,8,332
15850,2,238.85,19,4,3,1,8,431
15852,2,160.71,187,1,3,1,5,131
15853,1,110.8,52,3,2,1,6,321
15854,12,2974.65,4,5,5,5,15,555
15855,5,712.24,137,2,4,3,9,243
15856,27,16387.57,4,5,5,5,15,555
15857,1,297.0,19,4,2,2,8,422
15858,5,1438.85,16,4,4,4,12,444
15860,8,977.21,41,3,5,4,12,354
15861,8,3165.36,12,5,5,5,15,555
15862,4,832.88,8,5,4,3,12,543
15863,2,68.84,26,4,3,1,8,431
15864,6,1936.32,22,4,5,4,13,454
15865,3,895.13,41,3,4,3,10,343
15866,1,230.53,101,2,2,1,5,221
15867,15,3812.64,5,5,5,5,15,555
15869,2,149.64,277,1,3,1,5,131
15870,1,354.09,33,4,2,2,8,422
15872,2,360.93,15,4,3,2,9,432
15874,7,4405.88,64,3,5,5,13,355
15877,2,493.28,2,5,3,3,11,533
15880,1,343.28,369,1,2,2,5,122
15881,5,501.39,312,1,4,3,8,143
15882,4,516.36,199,1,4,3,8,143
